48	8.17
48.03	7.97
48.06	7.95
48.09	8.27
48.12	7.74
48.15	8.08
48.18	7.57
48.21	7.04
48.24	6.98
48.27	6.23
48.3	6.06
48.33	5.71
48.36	5.6
48.39	5.54
48.42	5.39
48.45	5.15
48.48	5.31
48.51	5.03
48.54	5.49
48.57	5.68
48.6	5.68
48.63	6.07
48.66	6.19
48.69	6.17
48.72	6.1
48.75	6.27
48.78	6.35
48.81	6.45
48.84	6.29
48.87	6.18
48.9	5.93
48.93	5.51
48.96	5.43
48.99	4.77
49.02	4.82
49.05	4.11
49.08	3.85
49.11	3.75
49.14	3.4
49.17	3.72
49.2	3.21
49.23	3.17
49.26	3.04
49.29	2.9
49.32	3.03
49.35	2.89
49.38	3.14
49.41	3.15
49.44	3.29
49.47	3.59
49.5	3.46
49.53	3.63
49.56	3.68
49.59	3.67
49.62	3.62
49.65	3.78
49.68	3.64
49.71	3.57
49.74	3.39
49.77	3.21
49.8	2.73
49.83	2.71
49.86	2.54
49.89	2.21
49.92	1.92
49.95	2.05
49.98	1.79
50.01	1.69
50.04	1.65
50.07	1.77
50.1	1.59
50.13	1.57
50.16	1.56
50.19	1.57
50.22	1.64
50.25	1.53
50.28	1.91
50.31	1.89
50.34	1.87
50.37	1.85
50.4	1.97
50.43	1.98
50.46	2.11
50.49	1.93
50.52	1.96
50.55	1.93
50.58	1.83
50.61	1.61
50.64	1.85
50.67	1.63
50.7	1.48
50.73	1.61
50.76	1.38
50.79	1.31
50.82	1.41
50.85	1.21
50.88	1.27
50.91	1.15
50.94	0.95
50.97	1.13
51	1.09
51.03	1.05
51.06	1.09
51.09	1.16
51.12	1.39
51.15	1.31
51.18	1.3
51.21	1.12
51.24	1.03
51.27	1.18
51.3	1.3
51.33	1.27
51.36	1.25
51.39	1.35
51.42	1.32
51.45	1.33
51.48	1.19
51.51	1.2
51.54	1.21
51.57	1.21
51.6	1.18
51.63	1.25
51.66	1.25
51.69	1.05
51.72	1.29
51.75	1.19
51.78	1.29
51.81	1.08
51.84	1.13
51.87	0.98
51.9	1.11
51.93	1.11
51.96	1.09
51.99	0.97
52.02	1.01
52.05	0.97
52.08	0.97
52.11	1.01
52.14	1
52.17	1
52.2	1.07
52.23	1.07
52.26	1.14
52.29	1.07
52.32	1.12
52.35	1.13
52.38	1.19
52.41	1.08
52.44	1.19
52.47	1.37
52.5	1.09
52.53	1.27
52.56	1.33
52.59	1.27
52.62	0.87
52.65	1.26
52.68	1.13
52.71	1.24
52.74	1.23
52.77	0.99
52.8	1.13
52.83	0.91
52.86	0.99
52.89	0.91
52.92	1.09
52.95	0.89
52.98	1
53.01	0.99
53.04	0.85
53.07	0.89
